"name","type","state_code","degree_length","room_and_board","in_state_tuition","out_of_state_tuition","total_minority_percentage"
"York County Community College","Public","ME","2 Year","0","3630","6450","6.53"
"Marlboro College","Private","VT","4 Year","12285","40840","40840","6.52"
"North Country Community College","Public","NY","2 Year","10350","6008","12638","6.52"
"Northern Maine Community College","Public","ME","2 Year","7818","3820","6640","6.49"
"School of Advertising Art","For Profit","OH","2 Year","0","32988","32988","6.47"
"University of Rio Grande","Private","OH","4 Year","11166","27470","27470","6.27"
"Mitchell Technical Institute","Public","SD","2 Year","0","6300","6300","6.18"
"Gogebic Community College","Public","MI","2 Year","5600","4924","7373","6.17"
"Misericordia University","Private","PA","4 Year","13960","33240","33240","6.16"
"Morningside College","Private","IA","4 Year","9610","31530","31530","6.16"
"Maysville Community and Technical College","Public","KY","2 Year","0","5310","18000","6.15"
"Flathead Valley Community College","Public","MT","2 Year","0","4638","11778","6.11"
"Mayland Community College","Public","NC","2 Year","0","2409","8169","5.96"
"College of the Ozarks","Private","MO","4 Year","7400","19360","19360","5.93"
"American Jewish University","Private","CA","4 Year","17362","31826","31826","5.88"
"North Central Kansas Technical College","Public","KS","2 Year","5815","3930","3930","5.86"
"Kirtland Community College","Public","MI","2 Year","0","4170","8130","5.81"
"Wisconsin Indianhead Technical College","Public","WI","2 Year","7408","4404","6450","5.81"
"Crowley's Ridge College","Private","AR","2 Year","6350","13000","13000","5.80"
"Oakland City University","Private","IN","4 Year","9900","24000","24000","5.80"
"Montana Tech of the University of Montana","Public","MT","4 Year","9656","7411","22574","5.42"
"Thomas More College of Liberal Arts","Private","NH","4 Year","9700","21600","21600","5.38"
"Cox College","Private","MO","4 Year","0","15510","15510","5.33"
"Gratz College","Private","PA","4 Year","0","17630","17630","5.23"
"Pacific States University","Private","CA","4 Year","0","16005","16005","5.23"
"West Virginia University at Parkersburg","Public","WV","2 Year","0","6330","10920","5.09"
"Allen College","Private","IA","4 Year","7282","19970","19970","5.04"
"Alpena Community College","Public","MI","2 Year","0","4530","6840","4.83"
"Jefferson College","Public","MO","2 Year","6156","3330","6510","4.73"
"Black River Technical College","Public","AR","2 Year","0","3660","6510","4.58"
"Kennebec Valley Community College","Public","ME","2 Year","0","3462","6282","4.46"
"Mineral Area College","Public","MO","2 Year","7420","3670","6430","4.43"
"Northeast Iowa Community College","Public","IA","2 Year","0","5432","5992","4.42"
"Lakes Region Community College","Public","NH","2 Year","0","6720","14970","4.40"
"Mountain Empire Community College","Public","VA","2 Year","0","4710","10638","4.30"
"Ashland Community and Technical College","Public","KY","2 Year","0","5310","18000","4.25"
"Southeast Kentucky Community and Technical College","Public","KY","2 Year","0","5310","18000","4.23"
"Southern State Community College","Public","OH","2 Year","0","5132","9138","4.22"
"Ohio State University Agricultural Technical Institute","Public","OH","2 Year","8696","7658","27674","4.13"
"Washington State Community College","Public","OH","2 Year","0","4736","4766","4.13"
"Southwest Virginia Community College","Public","VA","2 Year","0","4703","10631","4.12"
"Bellin College","Private","WI","4 Year","0","22178","22178","3.99"
"Somerset Community College","Public","KY","2 Year","0","5310","18000","3.93"
"Mount Aloysius College","Private","PA","4 Year","10648","23110","23110","3.91"
"Lake Area Technical Institute","Public","SD","2 Year","0","6364","6364","3.87"
"Clear Creek Baptist Bible College","Private","KY","4 Year","4160","9440","9440","3.85"
"Montcalm Community College","Public","MI","2 Year","0","4530","11280","3.82"
"North Central Missouri College","Public","MO","2 Year","6055","3510","6210","3.49"
"Eastern West Virginia Community and Technical College","Public","WV","2 Year","0","5160","8651","3.39"
"East Central College","Public","MO","2 Year","0","3240","6120","3.38"
"Martin Luther College","Private","MN","4 Year","6080","15410","15410","3.38"
"White Mountains Community College","Public","NH","2 Year","0","7050","15300","3.31"
"Appalachian Bible College","Private","WV","4 Year","7960","14720","14720","2.98"
"Ozarka College","Public","AR","2 Year","0","3640","6580","2.79"
"Hazard Community and Technical College","Public","KY","2 Year","0","5310","18000","2.60"
"Maine Maritime Academy","Public","ME","4 Year","10310","13478","27098","2.45"
"Big Sandy Community and Technical College","Public","KY","2 Year","0","5310","18000","2.16"
"Southern West Virginia Community and Technical College","Public","WV","2 Year","0","3672","5761","2.04"
"California University of Management and Sciences","Private","CA","4 Year","0","10410","10410","1.86"
"Allegheny Wesleyan College","Private","OH","4 Year","4000","6400","6400","1.61"
"Colorado School of Trades","For Profit","CO","2 Year","0","21500","21500","1.53"
"Jewish Theological Seminary of America","Private","NY","4 Year","12570","51326","51326","1.48"
"Rabbinical College of America","Private","NJ","4 Year","7500","11500","11500","1.42"
"Beth Medrash Govoha","Private","NJ","4 Year","4172","21388","21388","0.12"
"Beis Medrash Heichal Dovid","Private","NY","4 Year","4500","9500","9500","0.00"
"Beth Hatalmud Rabbinical College","Private","NY","4 Year","0","11750","11750","0.00"
"Hebrew Theological College","Private","IL","4 Year","12380","12920","12920","0.00"
"Kehilath Yakov Rabbinical Seminary","Private","NY","4 Year","2800","9700","9700","0.00"
"Kentucky Mountain Bible College","Private","KY","4 Year","5050","9460","9460","0.00"
"Machzikei Hadath Rabbinical College","Private","NY","4 Year","0","11500","11500","0.00"
"Mesivta Torah Vodaath Seminary","Private","NY","4 Year","4500","10000","10000","0.00"
"Michigan Jewish Institute","Private","MI","4 Year","0","10600","10600","0.00"
"Mirrer Yeshiva Central Institute","Private","NY","4 Year","6172","7260","7260","0.00"
"Ner Israel Rabbinical College","Private","MD","4 Year","6600","12400","12400","0.00"
"Rabbi Jacob Joseph School","Private","NJ","4 Year","3300","14400","14400","0.00"
"Rabbinical Academy Mesivta Rabbi Chaim Berlin","Private","NY","4 Year","3000","12800","12800","0.00"
"Rabbinical College Beth Shraga","Private","NY","4 Year","5700","13550","13550","0.00"
"Rabbinical College Bobover Yeshiva B'nei Zion","Private","NY","4 Year","4500","7750","7750","0.00"
"Rabbinical College of Long Island","Private","NY","4 Year","4900","11575","11575","0.00"
"Rabbinical College of Telshe","Private","OH","4 Year","3000","10800","10800","0.00"
"Rabbinical Seminary of America","Private","NY","4 Year","6000","9800","9800","0.00"
"Rosedale Bible College","Private","OH","2 Year","5650","8731","8731","0.00"
"Talmudical Academy of New Jersey","Private","NJ","4 Year","3000","13300","13300","0.00"
"Talmudical Seminary Oholei Torah","Private","NY","4 Year","7700","9800","9800","0.00"
"Talmudical Yeshiva of Philadelphia","Private","PA","4 Year","7425","9075","9075","0.00"
"Torah Temimah Talmudical Seminary","Private","NY","4 Year","3500","11050","11050","0.00"
"Yeshiva Beth Yehuda-Yeshiva Gedolah of Greater Detroit","Private","MI","4 Year","4200","6800","6800","0.00"
"Yeshiva D'Monsey Rabbinical College","Private","NY","4 Year","2250","7900","7900","0.00"
"Yeshiva Derech Chaim","Private","NY","4 Year","3800","12100","12100","0.00"
"Yeshiva Gedolah Imrei Yosef D'Spinka","Private","NY","4 Year","0","8000","8000","0.00"
"Yeshiva Gedolah Rabbinical College","Private","FL","4 Year","8500","8300","8300","0.00"
"Yeshiva Ohr Elchonon Chabad/West Coast Talmudical Seminary","Private","CA","4 Year","8700","14300","14300","0.00"
"Yeshiva Shaarei Torah of Rockland","Private","NY","4 Year","3500","12500","12500","0.00"
"Yeshivath Beth Moshe","Private","PA","4 Year","3400","9000","9000","0.00"
"Yeshivath Viznitz","Private","NY","4 Year","4050","10000","10000","0.00"
